building,site,timezone,training_valid_fraction,complete_training_days,training_scale,reason,training_missing,training_negative,training_zero,selected
Panther_education_Hugh,Panther,US/Eastern,1.0,272,288.9394135796837,eligible,0,0,3376,False
Panther_education_Ivan,Panther,US/Eastern,1.0,272,66.26194701946471,eligible,0,0,3377,False
Panther_education_Janis,Panther,US/Eastern,1.0,272,13.225416027980536,eligible,0,0,3380,False
Panther_education_Jerome,Panther,US/Eastern,1.0,272,236.41403851885644,eligible,0,0,3376,False
Panther_education_Jonathan,Panther,US/Eastern,1.0,272,4.024324376520682,eligible,0,0,3374,False
Panther_education_Karri,Panther,US/Eastern,1.0,272,189.15752274939175,eligible,0,0,3305,False
Panther_education_Mattie,Panther,US/Eastern,1.0,272,4.0691919860097325,eligible,0,0,3374,False
Panther_education_Misty,Panther,US/Eastern,1.0,272,19.257474239659366,eligible,0,0,3237,False
Panther_education_Mohammad,Panther,US/Eastern,1.0,272,76.02977588199512,eligible,0,0,3336,False
Panther_education_Neal,Panther,US/Eastern,1.0,272,116.18697487834548,eligible,0,0,3377,False
Panther_education_Quintin,Panther,US/Eastern,0.24376520681265207,63,206.06509320024952,training_valid_fraction_below_0.95,4973,0,330,False
Panther_education_Rosalie,Panther,US/Eastern,1.0,272,37.2261407390511,eligible,0,0,3373,False
Panther_education_Scarlett,Panther,US/Eastern,1.0,272,11.061844662408758,eligible,0,0,3292,False
Panther_education_Shelton,Panther,US/Eastern,1.0,272,55.610300699513374,eligible,0,0,3377,False
Panther_education_Sophia,Panther,US/Eastern,1.0,272,69.78418804744526,eligible,0,0,3303,False
Panther_education_Teofila,Panther,US/Eastern,1.0,272,69.86220885036496,eligible,0,0,3377,False
Panther_education_Tina,Panther,US/Eastern,1.0,272,5.206650243309003,eligible,0,0,3357,False
Panther_education_Vincent,Panther,US/Eastern,1.0,272,79.51440152068128,eligible,0,0,3377,False
Panther_education_Violet,Panther,US/Eastern,1.0,272,81.3508710462287,eligible,0,0,3258,False
Panther_education_Zelda,Panther,US/Eastern,1.0,272,39.195036770072996,eligible,0,0,3378,False
Panther_lodging_Alita,Panther,US/Eastern,1.0,272,33.63705022810219,eligible,0,0,3377,False
Panther_lodging_Anastasia,Panther,US/Eastern,1.0,272,21.93769857055961,eligible,0,0,3377,False
Panther_lodging_Awilda,Panther,US/Eastern,1.0,272,35.44729277676399,eligible,0,0,3377,False
Panther_lodging_Blaine,Panther,US/Eastern,1.0,272,41.41005111009732,eligible,0,0,3377,False
Panther_lodging_Cora,Panther,US/Eastern,1.0,272,62.85872323600974,eligible,0,0,3340,False
Panther_lodging_Cornelia,Panther,US/Eastern,1.0,272,22.770291423357662,eligible,0,0,3377,False
Panther_lodging_Dianna,Panther,US/Eastern,1.0,272,19.761598874695864,eligible,0,0,3377,False
Panther_lodging_Edison,Panther,US/Eastern,1.0,272,50.9339200729927,eligible,0,0,3377,False
Panther_lodging_Edmond,Panther,US/Eastern,1.0,272,25.745893552311433,eligible,0,0,3377,False
Panther_lodging_Else,Panther,US/Eastern,1.0,272,16.708881979927007,eligible,0,0,3377,False
Panther_lodging_Fausto,Panther,US/Eastern,1.0,272,20.00788433698297,eligible,0,0,3377,False
Panther_lodging_Floyd,Panther,US/Eastern,1.0,272,81.9215083029197,eligible,0,0,3377,False
Panther_lodging_Gale,Panther,US/Eastern,1.0,272,45.50505149026764,eligible,0,0,3378,False
Panther_lodging_Hattie,Panther,US/Eastern,1.0,272,76.8423583029197,eligible,0,0,3376,False
Panther_lodging_Jana,Panther,US/Eastern,1.0,272,47.755210051703166,eligible,0,0,3377,False
Panther_lodging_Janice,Panther,US/Eastern,1.0,272,25.17494493613139,eligible,0,0,3377,False
Panther_lodging_Jorge,Panther,US/Eastern,1.0,272,36.18678140206813,eligible,0,0,3371,False
Panther_lodging_Kaitlin,Panther,US/Eastern,1.0,272,27.63556458333333,eligible,0,0,3376,False
Panther_lodging_Kara,Panther,US/Eastern,1.0,272,88.69723197992701,eligible,0,0,3347,False
Panther_lodging_Kirk,Panther,US/Eastern,1.0,272,72.28502565389293,eligible,0,0,3081,False
Panther_lodging_Marisol,Panther,US/Eastern,1.0,272,79.50349974148418,eligible,0,0,3377,False
Panther_lodging_Myrtle,Panther,US/Eastern,1.0,272,23.182918613138682,eligible,0,0,3377,False
Panther_lodging_Russell,Panther,US/Eastern,1.0,272,12.32209455596107,eligible,0,0,3377,False
Panther_lodging_Sonja,Panther,US/Eastern,1.0,272,58.32949825121654,eligible,0,0,3377,False
Panther_lodging_Teresita,Panther,US/Eastern,1.0,272,38.67094520985401,eligible,0,0,3376,False
Panther_lodging_Tracie,Panther,US/Eastern,1.0,272,32.618063686131386,eligible,0,0,3377,False
Panther_lodging_Willa,Panther,US/Eastern,1.0,272,28.893306402068127,eligible,0,0,3280,False
Panther_office_Antonette,Panther,US/Eastern,1.0,272,14.303522749391727,eligible,0,0,3378,False
Panther_office_Brent,Panther,US/Eastern,1.0,272,6.98188727189781,eligible,0,0,3379,False
Panther_office_Catherine,Panther,US/Eastern,1.0,272,22.03451709245742,eligible,0,0,3377,False
Panther_office_Christian,Panther,US/Eastern,1.0,272,15.905054653284672,eligible,0,0,3378,False
Panther_office_Christin,Panther,US/Eastern,1.0,272,24.985161207420926,eligible,0,0,3378,False
Panther_office_Clementine,Panther,US/Eastern,1.0,272,24.51093451946472,eligible,0,0,3171,False
Panther_office_Danica,Panther,US/Eastern,1.0,272,2.885523266423357,eligible,0,0,3378,False
Panther_office_Garth,Panther,US/Eastern,1.0,272,38.83469692822384,eligible,0,0,3377,False
Panther_office_Graham,Panther,US/Eastern,1.0,272,38.04021931265207,eligible,0,0,3378,False
Panther_office_Hannah,Panther,US/Eastern,1.0,272,4.460391180048661,eligible,0,0,3378,False
Panther_office_Jeane,Panther,US/Eastern,1.0,272,12.581495833333333,eligible,0,0,3374,False
Panther_office_Jesus,Panther,US/Eastern,1.0,272,56.26471157238442,eligible,0,0,3377,False
Panther_office_Karla,Panther,US/Eastern,1.0,272,17.53771744221411,eligible,0,0,3377,False
Panther_office_Kristen,Panther,US/Eastern,1.0,272,27.707423661800483,eligible,0,0,3377,False
Panther_office_Larry,Panther,US/Eastern,1.0,272,30.099123753041365,eligible,0,0,3378,False
Panther_office_Lauretta,Panther,US/Eastern,1.0,272,90.80166798965936,eligible,0,0,3378,False
Panther_office_Lavinia,Panther,US/Eastern,1.0,272,10.669022445255473,eligible,0,0,3377,False
Panther_office_Lois,Panther,US/Eastern,1.0,272,62.024393141727494,eligible,0,0,3375,False
Panther_office_Otto,Panther,US/Eastern,0.23357664233576642,59,14.12481796875,training_valid_fraction_below_0.95,5040,0,1430,False
Panther_office_Patti,Panther,US/Eastern,1.0,272,254.8816261253041,eligible,0,0,3377,False
Panther_office_Ruthie,Panther,US/Eastern,1.0,272,57.3027900243309,eligible,0,0,3377,False
Panther_office_Shauna,Panther,US/Eastern,1.0,272,45.8243367852798,eligible,0,0,3378,False
Panther_office_Taryn,Panther,US/Eastern,1.0,272,48.050715982360096,eligible,0,0,3378,False
Panther_office_Valarie,Panther,US/Eastern,1.0,272,12.68138602493917,eligible,0,0,3377,False
Panther_other_Bethel,Panther,US/Eastern,1.0,272,2.137559565085158,eligible,0,0,3377,False
Panther_other_Bettie,Panther,US/Eastern,1.0,272,6.190212712895377,eligible,0,0,3377,False
Panther_other_Lucina,Panther,US/Eastern,1.0,272,182.33032668795622,eligible,0,0,3377,False
Panther_other_Lula,Panther,US/Eastern,1.0,272,1.0378510644768857,eligible,0,0,3375,False
Panther_other_Tyrone,Panther,US/Eastern,0.7852798053527981,214,21.106586812548414,training_valid_fraction_below_0.95,1412,0,1960,False
Panther_parking_Adela,Panther,US/Eastern,1.0,272,21.05679125608273,eligible,0,0,3377,False
Panther_parking_Alaina,Panther,US/Eastern,1.0,272,18.07689701946472,eligible,0,0,3361,False
Panther_parking_Asia,Panther,US/Eastern,1.0,272,12.707986815693431,eligible,0,0,3377,False
Panther_parking_Charlene,Panther,US/Eastern,1.0,272,19.615226170924576,eligible,0,0,3378,False
Panther_parking_Jody,Panther,US/Eastern,1.0,272,13.685085218978102,eligible,0,0,3472,False
Panther_parking_Lorriane,Panther,US/Eastern,1.0,272,5.462028634428224,eligible,0,0,3371,False
Panther_parking_Mellissa,Panther,US/Eastern,1.0,272,7.209010310218979,eligible,0,0,3332,False
Panther_parking_Stanley,Panther,US/Eastern,1.0,272,18.127709945255475,eligible,0,0,3389,False
Panther_retail_Felix,Panther,US/Eastern,0.9998479318734793,271,70.27446336121673,eligible,1,0,3377,False
Panther_retail_Gilbert,Panther,US/Eastern,0.9998479318734793,271,0.38326942965779465,eligible,1,0,4356,False
Panther_retail_Kristina,Panther,US/Eastern,1.0,272,15.542895453163018,eligible,0,0,3361,False
Panther_retail_Lester,Panther,US/Eastern,1.0,272,3.9008730687347923,eligible,0,0,1922,False
Panther_retail_Rachel,Panther,US/Eastern,1.0,272,1.5804699513381997,eligible,0,0,3377,False
Panther_retail_Romeo,Panther,US/Eastern,1.0,272,208.70753517335768,eligible,0,0,3376,False
Peacock_assembly_Dena,Peacock,US/Eastern,0.9996958637469586,272,245.7031387891695,eligible,2,0,2,True
Peacock_assembly_Mamie,Peacock,US/Eastern,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Peacock_assembly_Russ,Peacock,US/Eastern,0.9981751824817519,271,136.33699716636195,eligible,12,0,0,False
Peacock_assembly_Socorro,Peacock,US/Eastern,0.9995437956204379,271,4.646836817282824,eligible,3,0,0,False
Peacock_education_Anita,Peacock,US/Eastern,0.9998479318734793,272,12.311875984790875,eligible,1,0,0,False
Peacock_education_Bianca,Peacock,US/Eastern,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Peacock_education_Dustin,Peacock,US/Eastern,0.9996958637469586,272,47.46352292363858,eligible,2,0,2,False
Peacock_education_Forest,Peacock,US/Eastern,0.9984793187347932,268,91.29247374352727,eligible,10,0,2,False
Peacock_education_Gilberto,Peacock,US/Eastern,0.9996958637469586,272,1012.8161222695467,eligible,2,0,4,False
Peacock_education_Joshua,Peacock,US/Eastern,0.9914841849148418,251,477.3968357822086,eligible,56,0,0,False
Peacock_education_Karl,Peacock,US/Eastern,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Peacock_education_Karyn,Peacock,US/Eastern,0.9995437956204379,270,466.43798935037273,eligible,3,0,0,False
Peacock_education_Lucie,Peacock,US/Eastern,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Peacock_education_Lyle,Peacock,US/Eastern,0.9996958637469586,272,683.2036328262853,eligible,2,0,0,False
Peacock_education_Ophelia,Peacock,US/Eastern,0.9996958637469586,272,669.4610510495893,eligible,2,0,0,False
Peacock_education_Pasquale,Peacock,US/Eastern,0.9993917274939172,270,185.3842236153378,eligible,4,0,0,False
Peacock_education_Patience,Peacock,US/Eastern,0.9996958637469586,272,28.21642652874962,eligible,2,0,0,False
Peacock_education_Robbie,Peacock,US/Eastern,0.9996958637469586,272,51.12744403711591,eligible,2,0,0,False
Peacock_education_Shelly,Peacock,US/Eastern,0.9840328467153284,239,113.65897581517538,eligible,105,0,0,False
Peacock_education_Weldon,Peacock,US/Eastern,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Peacock_education_Yolanda,Peacock,US/Eastern,0.9996958637469586,272,39.89563483419531,eligible,2,0,0,False
Peacock_lodging_Chloe,Peacock,US/Eastern,0.9996958637469586,272,33.37273352601156,eligible,2,0,2,False
Peacock_lodging_Francesca,Peacock,US/Eastern,0.9998479318734793,272,41.808516806083645,eligible,1,0,0,False
Peacock_lodging_Jamaal,Peacock,US/Eastern,0.9996958637469586,272,232.54332178278065,eligible,2,0,0,False
Peacock_lodging_James,Peacock,US/Eastern,0.9890510948905109,266,69.35293093480935,eligible,72,0,0,False
Peacock_lodging_Lou,Peacock,US/Eastern,0.9995437956204379,271,121.97520174958161,eligible,3,0,1,False
Peacock_lodging_Mathew,Peacock,US/Eastern,0.9996958637469586,271,59.0576415728628,eligible,2,0,10,False
Peacock_lodging_Matthew,Peacock,US/Eastern,0.9998479318734793,272,59.541087574144484,eligible,1,0,0,False
Peacock_lodging_Nova,Peacock,US/Eastern,0.9996958637469586,272,20.84149726194098,eligible,2,0,6,False
Peacock_lodging_Sergio,Peacock,US/Eastern,0.9998479318734793,272,99.72530641825094,eligible,1,0,0,False
Peacock_lodging_Terrie,Peacock,US/Eastern,0.9996958637469586,271,41.96318805902038,eligible,2,0,2,False
Peacock_lodging_Wes,Peacock,US/Eastern,0.9996958637469586,272,180.88033967143295,eligible,2,0,0,False
Peacock_office_Annie,Peacock,US/Eastern,0.9998479318734793,272,81.5578607756654,eligible,1,0,0,False
Peacock_office_Burl,Peacock,US/Eastern,0.9998479318734793,272,63.062053079847914,eligible,1,0,0,False
Peacock_office_Dara,Peacock,US/Eastern,0.9998479318734793,272,160.85431960456276,eligible,1,0,0,False
Peacock_office_Effie,Peacock,US/Eastern,0.9998479318734793,272,89.24207353612167,eligible,1,0,0,False
Peacock_office_Elton,Peacock,US/Eastern,0.9989355231143552,269,162.8285581671487,eligible,7,0,0,False
Peacock_office_Glenn,Peacock,US/Eastern,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Peacock_office_Jonathon,Peacock,US/Eastern,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Peacock_office_Julian,Peacock,US/Eastern,0.9996958637469586,272,27.870910556738664,eligible,2,0,0,False
Peacock_office_Major,Peacock,US/Eastern,0.9676094890510949,237,213.8588321389282,eligible,213,0,0,False
Peacock_office_Naomi,Peacock,US/Eastern,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Peacock_office_Norman,Peacock,US/Eastern,0.9986313868613139,269,38.13668285366225,eligible,9,0,0,False
Peacock_public_Kelvin,Peacock,US/Eastern,0.9996958637469586,272,298.34382642226956,eligible,2,0,0,False
Peacock_public_Linda,Peacock,US/Eastern,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Rat_assembly_Adolfo,Rat,US/Eastern,0.9998479318734793,272,42.038611406844105,eligible,1,0,0,True
Rat_assembly_Aisha,Rat,US/Eastern,0.996198296836983,270,79.82925507556098,eligible,25,0,0,False
Rat_assembly_Alex,Rat,US/Eastern,0.9998479318734793,272,5.497963498098859,eligible,1,0,0,False
Rat_assembly_Archie,Rat,US/Eastern,0.9998479318734793,272,2.621700380228137,eligible,1,0,34,False
Rat_assembly_Aubrey,Rat,US/Eastern,0.9998479318734793,272,17.890144486692012,eligible,1,0,0,False
Rat_assembly_Cristina,Rat,US/Eastern,0.9998479318734793,272,44.951212167300376,eligible,1,0,7,False
Rat_assembly_Damaris,Rat,US/Eastern,0.9998479318734793,272,5.465352091254753,eligible,1,0,1,False
Rat_assembly_Deandre,Rat,US/Eastern,0.9998479318734793,272,28.106194676806084,eligible,1,0,0,False
Rat_assembly_Don,Rat,US/Eastern,0.9998479318734793,272,7.751984790874524,eligible,1,0,1,False
Rat_assembly_Donny,Rat,US/Eastern,0.996198296836983,270,2.9145779270340406,eligible,25,0,29,False
Rat_assembly_Dovie,Rat,US/Eastern,0.9998479318734793,272,25.94611863117871,eligible,1,0,0,False
Rat_assembly_Erwin,Rat,US/Eastern,0.9998479318734793,272,15.470787832699619,eligible,1,0,0,False
Rat_assembly_Ezequiel,Rat,US/Eastern,0.9998479318734793,272,39.3705216730038,eligible,1,0,0,False
Rat_assembly_Francine,Rat,US/Eastern,0.996198296836983,271,42.43640512898794,eligible,25,0,10,False
Rat_assembly_Frieda,Rat,US/Eastern,0.996198296836983,271,141.50494886276903,eligible,25,0,0,False
Rat_assembly_Gerald,Rat,US/Eastern,0.9998479318734793,272,6.8447041825095045,eligible,1,0,78,False
Rat_assembly_Gwen,Rat,US/Eastern,0.996198296836983,271,5.034493970386201,eligible,25,0,9,False
Rat_assembly_Horace,Rat,US/Eastern,0.9998479318734793,272,24.800588593155894,eligible,1,0,24,False
Rat_assembly_Ida,Rat,US/Eastern,0.996198296836983,270,28.019858036940928,eligible,25,0,0,False
Rat_assembly_Jamie,Rat,US/Eastern,0.996198296836983,271,32.082862158449096,eligible,25,0,0,False
Rat_assembly_Jannie,Rat,US/Eastern,0.9998479318734793,272,0.7532851711026615,eligible,1,0,1,False
Rat_assembly_Jennie,Rat,US/Eastern,0.9998479318734793,272,4.399817490494297,eligible,1,0,38,False
Rat_assembly_Kaitlyn,Rat,US/Eastern,0.9998479318734793,272,106.29212471482889,eligible,1,0,0,False
Rat_assembly_Karen,Rat,US/Eastern,0.996198296836983,271,173.52368951305144,eligible,25,0,4,False
Rat_assembly_Kelley,Rat,US/Eastern,0.9998479318734793,272,1.9958996197718633,eligible,1,0,41,False
Rat_assembly_Kenya,Rat,US/Eastern,0.9998479318734793,272,69.33955285171102,eligible,1,0,5,False
Rat_assembly_Kimberley,Rat,US/Eastern,0.9998479318734793,272,73.96643346007605,eligible,1,0,0,False
Rat_assembly_Kristine,Rat,US/Eastern,0.969434306569343,237,26.094117647058823,eligible,201,0,0,False
Rat_assembly_Kristy,Rat,US/Eastern,0.9998479318734793,272,40.117919391634985,eligible,1,0,0,False
Rat_assembly_Lillie,Rat,US/Eastern,0.9998479318734793,272,14.333714068441067,eligible,1,0,4,False
Rat_assembly_Michel,Rat,US/Eastern,0.9998479318734793,272,17.815066159695817,eligible,1,0,0,False
Rat_assembly_Mirta,Rat,US/Eastern,0.9998479318734793,272,166.09707224334602,eligible,1,0,0,False
Rat_assembly_Monica,Rat,US/Eastern,0.996198296836983,271,55.8573591818043,eligible,25,0,0,False
Rat_assembly_Myrna,Rat,US/Eastern,0.9998479318734793,272,5.871133079847908,eligible,1,0,782,False
Rat_assembly_Pam,Rat,US/Eastern,0.9998479318734793,272,15.005852471482891,eligible,1,0,13,False
Rat_assembly_Pauline,Rat,US/Eastern,0.996198296836983,270,2.46726911921844,eligible,25,0,126,False
Rat_assembly_Rolland,Rat,US/Eastern,0.9998479318734793,272,32.68841520912548,eligible,1,0,0,False
Rat_assembly_Rosemarie,Rat,US/Eastern,0.996198296836983,271,13.342547702640818,eligible,25,0,7,False
Rat_assembly_Ruth,Rat,US/Eastern,0.996198296836983,271,7.2529842772095865,eligible,25,0,3,False
Rat_assembly_Silvia,Rat,US/Eastern,0.996198296836983,271,10.984425278583423,eligible,25,0,0,False
Rat_assembly_Suzanne,Rat,US/Eastern,0.9998479318734793,272,3.400042585551331,eligible,1,0,20,False
Rat_assembly_Teddy,Rat,US/Eastern,0.9998479318734793,272,87.79455513307984,eligible,1,0,0,False
Rat_assembly_Teodoro,Rat,US/Eastern,0.9998479318734793,272,36.54103726235741,eligible,1,0,0,False
Rat_assembly_Trent,Rat,US/Eastern,0.9998479318734793,272,23.730074524714826,eligible,1,0,2,False
Rat_assembly_Trudy,Rat,US/Eastern,0.9998479318734793,272,41.565332319391636,eligible,1,0,0,False
Rat_assembly_Victorina,Rat,US/Eastern,0.9998479318734793,272,1.8113520912547527,eligible,1,0,165,False
Rat_assembly_Viola,Rat,US/Eastern,0.9998479318734793,272,61.828504942965786,eligible,1,0,2,False
Rat_education_Abigail,Rat,US/Eastern,0.8319647201946472,225,117.84989215865473,training_valid_fraction_below_0.95,1105,0,155,False
Rat_education_Adell,Rat,US/Eastern,0.996198296836983,271,153.87372309571057,eligible,25,0,1,False
Rat_education_Adrian,Rat,US/Eastern,0.996198296836983,271,87.57246069302396,eligible,25,0,0,False
Rat_education_Alfonso,Rat,US/Eastern,0.9998479318734793,272,390.14915437262357,eligible,1,0,0,False
Rat_education_Alfred,Rat,US/Eastern,0.9998479318734793,272,495.8903923954373,eligible,1,0,2,False
Rat_education_Alonzo,Rat,US/Eastern,0.850212895377129,231,88.72828474333753,training_valid_fraction_below_0.95,985,0,2039,False
Rat_education_Alyson,Rat,US/Eastern,0.9998479318734793,272,51.88759239543726,eligible,1,0,0,False
Rat_education_Angelica,Rat,US/Eastern,0.23007907542579076,62,56.212577660277596,training_valid_fraction_below_0.95,5063,0,25,False
Rat_education_Barbara,Rat,US/Eastern,0.996198296836983,271,1.4737139368035412,eligible,25,0,109,False
Rat_education_Barney,Rat,US/Eastern,0.996198296836983,270,28.269229125324383,eligible,25,0,0,False
Rat_education_Beverly,Rat,US/Eastern,0.9998479318734793,272,736.3089429657795,eligible,1,0,0,False
Rat_education_Brett,Rat,US/Eastern,0.9998479318734793,272,86.36470570342206,eligible,1,0,5,False
Rat_education_Bryant,Rat,US/Eastern,0.996198296836983,271,57.73259807662952,eligible,25,0,16,False
Rat_education_Calvin,Rat,US/Eastern,0.9998479318734793,272,38.57080304182509,eligible,1,0,14,False
Rat_education_Candida,Rat,US/Eastern,0.9998479318734793,272,133.29945703422052,eligible,1,0,0,False
Rat_education_Carmela,Rat,US/Eastern,0.996198296836983,271,87.37575026713479,eligible,25,0,1,False
Rat_education_Cecil,Rat,US/Eastern,0.996198296836983,271,66.50675164097083,eligible,25,0,0,False
Rat_education_Cedric,Rat,US/Eastern,0.9998479318734793,272,97.35213231939164,eligible,1,0,0,False
Rat_education_Chance,Rat,US/Eastern,0.17533454987834549,47,57.78581092801388,training_valid_fraction_below_0.95,5423,0,0,False
Rat_education_Cinthia,Rat,US/Eastern,0.9998479318734793,272,49.75265399239543,eligible,1,0,0,False
Rat_education_Colin,Rat,US/Eastern,0.9998479318734793,272,64.62610646387833,eligible,1,0,0,False
Rat_education_Conrad,Rat,US/Eastern,0.8756082725060828,238,197.98811566516153,training_valid_fraction_below_0.95,818,0,1,False
Rat_education_Dana,Rat,US/Eastern,0.9998479318734793,272,104.95045931558936,eligible,1,0,0,False
Rat_education_Dann,Rat,US/Eastern,0.996198296836983,271,201.1118241489849,eligible,25,0,0,False
Rat_education_Davis,Rat,US/Eastern,0.996198296836983,271,89.26704472599602,eligible,25,0,0,False
Rat_education_Deanna,Rat,US/Eastern,0.9998479318734793,272,93.33340532319392,eligible,1,0,0,False
Rat_education_Debra,Rat,US/Eastern,0.996198296836983,271,110.79066402076019,eligible,25,0,0,False
Rat_education_Denise,Rat,US/Eastern,0.996198296836983,271,87.19845825064877,eligible,25,0,0,False
Rat_education_Dianne,Rat,US/Eastern,0.9925486618004866,270,131.21975639650682,eligible,49,0,376,False
Rat_education_Donnell,Rat,US/Eastern,0.9998479318734793,272,75.58144030418251,eligible,1,0,0,False
Rat_education_Dreama,Rat,US/Eastern,0.9998479318734793,272,106.82986920152089,eligible,1,0,0,False
Rat_education_Earl,Rat,US/Eastern,0.996198296836983,271,166.94791329568005,eligible,25,0,5,False
Rat_education_Earnest,Rat,US/Eastern,0.996198296836983,271,63.83304228362082,eligible,25,0,0,False
Rat_education_Edmund,Rat,US/Eastern,0.9268552311435523,252,55.49895652173913,training_valid_fraction_below_0.95,481,0,0,False
Rat_education_Eleonora,Rat,US/Eastern,0.9998479318734793,272,236.3887498098859,eligible,1,0,0,False
Rat_education_Elisa,Rat,US/Eastern,0.9998479318734793,272,37.256060836501895,eligible,1,0,0,False
Rat_education_Elsie,Rat,US/Eastern,0.9998479318734793,272,288.2172045627376,eligible,1,0,6,False
Rat_education_Esther,Rat,US/Eastern,0.996198296836983,271,91.88087772859106,eligible,25,0,1,False
Rat_education_Everett,Rat,US/Eastern,0.996198296836983,271,202.6098091894367,eligible,25,0,1,False
Rat_education_Fernando,Rat,US/Eastern,0.996198296836983,271,65.21281941688292,eligible,25,0,0,False
Rat_education_Francisca,Rat,US/Eastern,0.9998479318734793,272,15.665469201520912,eligible,1,0,0,False
Rat_education_Gricelda,Rat,US/Eastern,0.3725669099756691,102,39.369975510204085,training_valid_fraction_below_0.95,4126,0,0,False
Rat_education_Guillermo,Rat,US/Eastern,0.9998479318734793,272,110.31052623574146,eligible,1,0,3,False
Rat_education_Humberto,Rat,US/Eastern,0.9998479318734793,272,273.19215513307984,eligible,1,0,0,False
Rat_education_Imelda,Rat,US/Eastern,0.9996958637469586,271,3.3554380894432616,eligible,2,0,0,False
Rat_education_Irma,Rat,US/Eastern,0.9993917274939172,270,76.09454199634814,eligible,4,0,1,False
Rat_education_Jacob,Rat,US/Eastern,0.996198296836983,271,63.86535796061669,eligible,25,0,0,False
Rat_education_Jame,Rat,US/Eastern,0.9946776155717761,267,64.83717321510473,eligible,35,0,0,False
Rat_education_Jeanne,Rat,US/Eastern,0.0,0,0.0,training_valid_fraction_below_0.95,6576,0,0,False
Rat_education_Jena,Rat,US/Eastern,0.9998479318734793,272,170.18099011406844,eligible,1,0,0,False
Rat_education_Jesse,Rat,US/Eastern,0.9998479318734793,272,34.401557414448675,eligible,1,0,0,False
Rat_education_Kandice,Rat,US/Eastern,0.9998479318734793,272,75.4109855513308,eligible,1,0,7,False
Rat_education_Kathryn,Rat,US/Eastern,0.9998479318734793,272,545.3082372623575,eligible,1,0,0,False
Rat_education_Keith,Rat,US/Eastern,0.9998479318734793,272,106.65475741444867,eligible,1,0,0,False
Rat_education_Kelsey,Rat,US/Eastern,0.9998479318734793,272,160.68055817490495,eligible,1,0,0,False
Rat_education_Kristie,Rat,US/Eastern,0.23737834549878345,64,130.63100576553492,training_valid_fraction_below_0.95,5015,0,0,False
Rat_education_Lee,Rat,US/Eastern,0.9998479318734793,272,390.26465703422053,eligible,1,0,0,False
Rat_education_Leonardo,Rat,US/Eastern,0.996198296836983,271,51.169113112501904,eligible,25,0,0,False
Rat_education_Lincoln,Rat,US/Eastern,0.996198296836983,271,172.78186536406656,eligible,25,0,3,False
Rat_education_Liz,Rat,US/Eastern,0.9998479318734793,272,95.54074372623575,eligible,1,0,0,False
Rat_education_Lonnie,Rat,US/Eastern,0.996198296836983,271,67.52153716989773,eligible,25,0,1,False
Rat_education_Lynn,Rat,US/Eastern,0.996198296836983,271,116.69319035261793,eligible,25,0,0,False
Rat_education_Mac,Rat,US/Eastern,0.138838199513382,37,157.10164293537787,training_valid_fraction_below_0.95,5663,0,0,False
Rat_education_Marcos,Rat,US/Eastern,0.9925486618004866,270,428.2051478474031,eligible,49,0,0,False
Rat_education_Marianna,Rat,US/Eastern,0.9925486618004866,269,88.43217251417191,eligible,49,0,0,False
Rat_education_Maricela,Rat,US/Eastern,0.9998479318734793,272,168.1170965779468,eligible,1,0,8,False
Rat_education_Marvin,Rat,US/Eastern,0.9998479318734793,272,58.502045627376425,eligible,1,0,17,False
Rat_education_Matt,Rat,US/Eastern,0.996198296836983,271,153.28813768890245,eligible,25,0,0,False
Rat_education_Mavis,Rat,US/Eastern,0.996198296836983,271,213.63325446496717,eligible,25,0,0,False
Rat_education_Meghan,Rat,US/Eastern,0.9998479318734793,272,60.42066768060837,eligible,1,0,1,False
Rat_education_Milagros,Rat,US/Eastern,0.996198296836983,271,130.35092810257976,eligible,25,0,0,False
Rat_education_Moises,Rat,US/Eastern,0.7626216545012166,207,160.02601196410768,training_valid_fraction_below_0.95,1561,0,6,False
Rat_education_Mona,Rat,US/Eastern,0.9998479318734793,272,82.8121216730038,eligible,1,0,0,False
Rat_education_Morton,Rat,US/Eastern,0.996198296836983,271,166.8906380705236,eligible,25,0,0,False
Rat_education_Mose,Rat,US/Eastern,0.9998479318734793,272,98.91307984790875,eligible,1,0,3,False
Rat_education_Nellie,Rat,US/Eastern,0.9998479318734793,272,464.10863726235743,eligible,1,0,7,False
Rat_education_Nona,Rat,US/Eastern,0.9998479318734793,272,105.37323954372624,eligible,1,0,1,False
Rat_education_Nydia,Rat,US/Eastern,0.9993917274939172,270,148.75794583079733,eligible,4,0,0,False
Rat_education_Pat,Rat,US/Eastern,0.9925486618004866,270,244.0145487973035,eligible,49,0,0,False
Rat_education_Patty,Rat,US/Eastern,0.9998479318734793,272,178.52767908745247,eligible,1,0,0,False
